2 1192.774468 1.0 1.0
8 225.095749 5.298964877386467 0.18871610269913994
16 122.496761 9.737191891955412 0.10269901333937674
24 91.294933 13.065067565140774 0.07653997922430378
32 75.982113 15.698095524140005 0.06370199483512083
40 68.807045 17.33506311744677 0.05768655084927589
48 63.049607 18.91803176505129 0.052859621572650894
56 58.227865 20.484599048926146 0.04881716247467497
64 56.222482 21.21525812396543 0.04713588654716241
72 54.745027 21.787814041995084 0.04589721566709457
80 55.152972 21.626658088343817 0.04623922919181734
88 54.502485 21.88477218974511 0.045693872951009545
96 55.283077 21.575761204464072 0.046348306811677994
104 57.594676 20.709804288160246 0.048286308556363226
112 57.37544 20.788938054331265 0.04810250515858627
